CO_IES;NO_IES;SGL_IES;CO_MANTENEDORA;CO_CATEGORIA_ADMINISTRATIVA;DS_CATEGORIA_ADMINISTRATIVA;CO_ORGANIZACAO_ACADEMICA;DS_ORGANIZACAO_ACADEMICA;CO_MUNICIPIO_IES;NO_MUNICIPIO_IES;CO_UF_IES;SGL_UF_IES;NO_REGIAO_IES;IN_CAPITAL_IES;QT_TEC_TOTAL;QT_TEC_FUND_INCOMP_FEM;QT_TEC_FUND_INCOMP_MASC;QT_TEC_FUND_COMP_FEM;QT_TEC_FUND_COMP_MASC;QT_TEC_MEDIO_FEM;QT_TEC_MEDIO_MASC;QT_TEC_SUPERIOR_FEM;QT_TEC_SUPERIOR_MASC;QT_TEC_ESPECIALIZACAO_FEM;QT_TEC_ESPECIALIZACAO_MASC;QT_TEC_MESTRADO_FEM;QT_TEC_MESTRADO_MASC;QT_TEC_DOUTORADO_FEM;QT_TEC_DOUTORADO_MASC;IN_ACESSO_PORTAL_CAPES;IN_ACESSO_OUTRAS_BASES;IN_REFERENTE;VL_RECEITA_PROPRIA;VL_TRANSFERENCIA;VL_OUTRA_RECEITA;VL_DES_PESSOAL_REM_DOCENTE;VL_DES_PESSOAL_REM_TECNICO;VL_DES_PESSOAL_ENCARGO;VL_DES_CUSTEIO;VL_DES_INVESTIMENTO;VL_DES_PESQUISA;VL_DES_OUTRAS
13476;FACULDADE SÃO BASÍLIO MAGNO;FASBAM;12541;5;Privada sem fins lucrativos;3;Faculdade;4106902;CURITIBA;41;PR;Sul;1;3;0;0;1;0;0;0;2;0;0;0;0;0;0;0;1;0;2;173039.6;25500;0;56656;46671.6;37701;16462.8;0;16335.8;14743.4
1645;FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ;FTC;1564;4;Privada com fins lucrativos;3;Faculdade;2918001;JEQUIE;29;BA;Nordeste;0;51;0;2;1;2;19;14;5;2;2;4;0;0;0;0;1;1;2;7736845;0;59799;1188043;940677;1464584;1340368;99711;0;73505
574;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;UFRRJ;9053;1;Pública Federal;1;Universidade;3305554;SEROPEDICA;33;RJ;Sudeste;0;1229;10;92;13;68;127;327;283;268;0;0;11;18;4;8;1;1;2;156120;440153639.8;0;158253645.2;78226517.2;59181730.4;68575366.8;16632306;752695.4;7367916.4
3602;FACULDADES INTEGRADAS DO BRASIL;FACBRASIL;963;4;Privada com fins lucrativos;3;Faculdade;4106902;CURITIBA;41;PR;Sul;1;345;40;19;26;16;101;62;47;18;10;5;0;1;0;0;1;0;1;50312714.4;1606998.8;1168306.8;13567758.4;4908454.6;5247116.6;13356431.4;2256342.6;1339144.2;3191040.4
2566;INSTITUTO DE ENSINO SUPERIOR DE OLINDA;IESO;1125;5;Privada sem fins lucrativos;3;Faculdade;2609600;OLINDA;26;PE;Nordeste;0;14;0;0;0;0;7;5;1;0;1;0;0;0;0;0;0;0;1;12093862.4;0;13373930.4;2503130.4;1764365.4;1837055.2;9906897.4;134317.6;0;6932.4
4983;FACULDADE DE SÃO JOSÉ DOS CAMPOS;BILAC;3082;4;Privada com fins lucrativos;3;Faculdade;3549904;SAO JOSE DOS CAMPOS;35;SP;Sudeste;0;187;0;1;1;1;73;46;30;25;4;3;1;1;0;1;1;0;1;80113193.6;0;1760251.4;11264479.6;9475696.4;8220743.6;0;11292814.6;0;21579769
2154;INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA;ISAT;1418;4;Privada com fins lucrativos;3;Faculdade;3304904;SAO GONCALO;33;RJ;Sudeste;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;503834;0;0;172780;18420;95140.8;0;0;0;0
2927;FACULDADE DEL REY;FDR;1899;4;Privada com fins lucrativos;3;Faculdade;3106200;BELO HORIZONTE;31;MG;Sudeste;1;10;2;0;1;1;0;0;1;2;2;1;0;0;0;0;0;1;1;1373458;0;0;439506.6;164815;109876.6;206018.8;82407.4;96142;41203.8
14717;FACULDADE MAURÍCIO DE NASSAU DE CARUARU;FMN Caruaru;1847;4;Privada com fins lucrativos;3;Faculdade;2604106;CARUARU;26;PE;Nordeste;0;69;0;0;0;1;9;10;4;7;11;11;6;6;2;2;1;0;2;2987000;0;42000;324000;395000;402000;706000;0;0;21000
3311;FACULDADE DE TECNOLOGIA SÃO FRANCISCO;FATESF;1503;4;Privada com fins lucrativos;3;Faculdade;3200904;BARRA DE SAO FRANCISCO;32;ES;Sudeste;0;40;0;0;0;2;2;2;0;1;11;7;3;10;0;2;1;1;1;2558800.6;0;0;101623.2;110724.8;139763.6;801066.2;0;0;1014541.8
5124;FACULDADE FACMIL;;3282;4;Privada com fins lucrativos;3;Faculdade;3549805;SAO JOSE DO RIO PRETO;35;SP;Sudeste;0;17;0;0;1;1;7;2;3;2;1;0;0;0;0;0;1;0;1;4355180.8;0;0;1393657.8;522621.8;348414.4;653277.2;261310.8;304862.6;130655.4
669;UNIVERSIDADE NILTON LINS;UNINILTONLINS;441;5;Privada sem fins lucrativos;1;Universidade;1302603;MANAUS;13;AM;Norte;1;166;0;0;20;9;46;23;39;21;3;1;1;1;1;1;1;0;1;100031273;0;0;19436194.6;5939961.4;8813139;57264857.8;0;427575;13235825.2
1952;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA;FACULDADES CATHEDRAL;1286;4;Privada com fins lucrativos;3;Faculdade;5101803;BARRA DO GARCAS;51;MT;Centro-Oeste;0;57;1;2;4;3;13;9;18;3;3;1;0;0;0;0;0;0;1;8338010.8;1500;38106.6;2707564.8;845691.8;1468592;762985.4;0;0;933297.4
3268;FACULDADE MADRE THAIS;FMT;2067;4;Privada com fins lucrativos;3;Faculdade;2913606;ILHEUS;29;BA;Nordeste;0;22;0;2;3;0;8;1;5;2;1;0;0;0;0;0;0;0;1;2505570;0;0;482577.8;155221;303462.2;0;200000;0;458155.2
1150;FACULDADE SENAI DE TECNOLOGIA GRÁFICA;SP SENAI;796;5;Privada sem fins lucrativos;3;Faculdade;3550308;SAO PAULO;35;SP;Sudeste;1;10;0;0;0;0;3;1;2;3;1;0;0;0;0;0;0;0;2;1550273;0;1298646;1305929;713019.2;756491.4;73479.4;0;0;0
1310;FACULDADE DE AMERICANA;FAM;872;5;Privada sem fins lucrativos;3;Faculdade;3501608;AMERICANA;35;SP;Sudeste;0;186;17;8;13;10;64;23;25;19;2;1;2;2;0;0;1;0;2;22120582.4;0;270984.4;4127185;3908366.2;1297385.8;9898261.4;266312.2;0;2461477.4
580;UNIVERSIDADE FEDERAL DE PERNAMBUCO;UFPE;15538;1;Pública Federal;1;Universidade;2611606;RECIFE;26;PE;Nordeste;1;2614;0;7;26;72;186;485;279;313;743;460;8;5;22;8;1;0;2;29811000;1254730000;0;553199847;342603080;152822006;159527022;76389092;0;0
3411;FACULDADE EÇA DE QUEIROS;FACEQ;2160;4;Privada com fins lucrativos;3;Faculdade;3525003;JANDIRA;35;SP;Sudeste;0;24;0;0;0;0;12;7;2;0;0;1;0;1;0;1;0;0;1;6674412.8;0;0;2135812.2;800929.6;533953;1001162;400464.8;467209;200232.4
3643;FACULDADE CATÓLICA NOSSA SENHORA DAS NEVES;FCNSN;2303;4;Privada com fins lucrativos;3;Faculdade;2408102;NATAL;24;RN;Nordeste;1;37;0;1;0;1;15;8;8;4;0;0;0;0;0;0;1;1;1;499200;0;0;199680;149760;99840;24960;0;0;0
3854;FACULDADE DAS ÁGUAS EMENDADAS - FAE;FAE;2426;4;Privada com fins lucrativos;3;Faculdade;5300108;BRASILIA;53;DF;Centro-Oeste;1;44;0;0;2;2;8;4;8;3;4;3;1;3;2;4;1;1;1;1872528;0;7983.4;459681.8;124384.4;299937.6;218226.8;97452.4;37219;37721.8
2188;INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE SION;ISE - SION;1435;5;Privada sem fins lucrativos;3;Faculdade;4106902;CURITIBA;41;PR;Sul;1;8;0;0;0;0;3;0;1;0;2;1;1;0;0;0;0;0;2;256338;270107;32000;275175;157000;82590;32130;11550;0;0
217;CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE;UNIFAE;155;3;Pública Municipal;2;Centro Universitário;3549102;SAO JOAO DA BOA VISTA;35;SP;Sudeste;0;31;0;1;1;0;14;3;7;3;1;1;0;0;0;0;0;0;2;19181622.4;198919;317158.2;9306239.4;988281;2086123.8;4410133;281041.2;0;1300677.6
1686;FACULDADE BARDDAL DE ARTES APLICADAS;FB-AA;1110;4;Privada com fins lucrativos;3;Faculdade;4205407;FLORIANOPOLIS;42;SC;Sul;1;17;2;0;1;4;1;1;4;2;1;1;0;0;0;0;1;0;1;728272.6;0;0;233047.2;87392.8;58261.8;109240.8;43696.4;50979;21848.2
1858;FACULDADE INTEGRADA EUCLIDES FERNANDES;FAJ;530;4;Privada com fins lucrativos;3;Faculdade;2918001;JEQUIE;29;BA;Nordeste;0;15;0;2;0;0;4;4;2;0;2;0;0;1;0;0;1;0;2;1058832.6;0;147993.2;530579.6;126386;114065.6;131542;0;45650;102217.8
2652;FACULDADE UNIDA DE VITÓRIA;FACULDADE UNIDA;1724;5;Privada sem fins lucrativos;3;Faculdade;3205309;VITORIA;32;ES;Sudeste;1;14;0;0;0;0;4;2;4;1;2;1;0;0;0;0;1;0;1;3493970;0;0;935300.6;397120.2;593611.6;1226497;0;0;0
12847;FACULDADE EDUCACIONAL DE FRANCISCO BELTRÃO;FEFB;1084;4;Privada com fins lucrativos;3;Faculdade;4108403;FRANCISCO BELTRAO;41;PR;Sul;0;19;0;0;0;0;9;1;8;1;0;0;0;0;0;0;0;1;2;10611433;0;0;1053357.6;586667.2;1072007.2;1108458.2;5939060;0;1439053.8
3612;FACULDADE ANHANGUERA DE VALINHOS;;2600;4;Privada com fins lucrativos;3;Faculdade;3556206;VALINHOS;35;SP;Sudeste;0;45;1;2;1;1;15;13;6;4;1;1;0;0;0;0;0;1;1;1352863839.6;0;421587833.4;294409030;174557870.8;253744653.6;756524315;167436759.6;20572659.2;149045852.2
2054;FACULDADE DE EDUCAÇÃO DE NOVA ANDRADINA;FENA;1782;5;Privada sem fins lucrativos;3;Faculdade;5006200;NOVA ANDRADINA;50;MS;Centro-Oeste;0;20;0;1;2;2;5;2;4;0;1;3;0;0;0;0;0;0;2;2293061;0;0;733779.6;275167.4;183444.8;343959.2;137583.6;160514.2;68791.8
171;FACULDADE DE DIREITO DO SUL DE MINAS;FDSM;126;5;Privada sem fins lucrativos;3;Faculdade;3152501;POUSO ALEGRE;31;MG;Sudeste;0;107;2;2;3;8;29;20;26;6;7;4;0;0;0;0;1;1;2;12740327.2;0;1140558.4;6138195.2;2231861;2544804.4;2524485.8;0;0;91973.2
4518;FACULDADE REGIONAL PALMITOS;FAP;2858;4;Privada com fins lucrativos;3;Faculdade;4212106;PALMITOS;42;SC;Sul;0;7;0;0;0;0;3;1;0;0;2;0;0;1;0;0;0;1;1;773000;80000;83000;154000;56000;120000;170000;230000;18000;46000
1353;INSTITUTO DE ENSINO SUPERIOR DE GARÇA;IESG;903;4;Privada com fins lucrativos;3;Faculdade;3516705;GARCA;35;SP;Sudeste;0;9;0;1;0;2;1;1;2;0;2;0;0;0;0;0;1;0;1;2681322.6;0;0;858023.2;321758.8;214505.8;402198.4;160879.4;187692.6;80439.6
5318;FACULDADE GUILHERME GUIMBALA;FGG;208;5;Privada sem fins lucrativos;3;Faculdade;4209102;JOINVILLE;42;SC;Sul;0;77;10;7;2;4;9;5;19;13;4;0;3;1;0;0;0;0;1;10258414.6;0;149142.6;2740209.8;2845708;1986745.6;3200;0;0;0
3986;INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ;INSEP;2509;5;Privada sem fins lucrativos;3;Faculdade;4115200;MARINGA;41;PR;Sul;0;28;0;0;1;0;12;2;4;4;4;1;0;0;0;0;1;1;1;2736935.6;0;0;600884.8;343902.6;678888.4;995156.8;35184.8;0;3374.6
1019;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU;FACTU;716;5;Privada sem fins lucrativos;3;Faculdade;3170404;UNAI;31;MG;Sudeste;0;50;2;1;7;5;7;3;5;3;5;3;5;4;0;0;0;0;2;5642549.4;0;214765.2;1807091.2;780213.2;1584585;1260;9500;0;905476.6
14975;FACULDADE DO NORDESTE DA BAHIA;FANEB;14498;4;Privada com fins lucrativos;3;Faculdade;2909208;CORONEL JOAO SA;29;BA;Nordeste;0;11;0;0;5;1;0;1;1;2;0;1;0;0;0;0;1;1;2;687436;0;0;327744.2;14068;91909.4;2458.4;38745.8;0;46899.8
2362;FACULDADE DE CIÊNCIAS MÉDICAS DE CAMPINA GRANDE;FCM;891;4;Privada com fins lucrativos;3;Faculdade;2504009;CAMPINA GRANDE;25;PB;Nordeste;0;207;6;12;1;13;50;36;46;14;5;6;7;5;3;3;0;1;1;61333182.6;0;3230309.2;14417548.8;3099535.6;8587023.6;18362216.8;4807695.2;1382102;0
1616;FACULDADE ANGEL VIANNA;FAV;1062;5;Privada sem fins lucrativos;3;Faculdade;3304557;RIO DE JANEIRO;33;RJ;Sudeste;1;7;0;2;0;0;1;0;4;0;0;0;0;0;0;0;0;0;2;1227683;0;1200;522905;223056;235481;270191;4876;0;0
4821;FACULDADE DE CIÊNCIAS GERENCIAIS E EMPREENDEDORISMO - FACIGE;FACIGE;3074;4;Privada com fins lucrativos;3;Faculdade;3143302;MONTES CLAROS;31;MG;Sudeste;0;47;0;0;0;1;12;13;7;3;5;5;0;1;0;0;1;0;2;3131946;220000;585413.2;787471.8;590603.8;689037.8;748098.2;787471.8;118120.8;157494.4
1118;UNIÃO DAS ESCOLAS DO GRUPO FAIMI DE EDUCAÇÃO;FAIMI;775;4;Privada com fins lucrativos;3;Faculdade;3530300;MIRASSOL;35;SP;Sudeste;0;45;8;2;2;5;13;4;7;3;1;0;0;0;0;0;1;1;1;10292431.2;0;0;3293578;1235091.8;823394.4;1543864.6;617545.8;720470.2;308773
150;UNIVERSIDADE DE SOROCABA;UNISO;109;5;Privada sem fins lucrativos;1;Universidade;3552205;SOROCABA;35;SP;Sudeste;0;320;1;4;8;10;98;78;56;27;22;7;6;3;0;0;1;0;2;58953569.6;0;2311920;28912687.6;7228171.8;4026542;16482524.4;6135484;0;0
3437;FACULDADE DO LITORAL CATARINENSE;FLC;1064;4;Privada com fins lucrativos;3;Faculdade;4202008;BALNEARIO CAMBORIU;42;SC;Sul;0;14;0;0;0;0;2;3;5;2;1;0;0;1;0;0;1;0;2;622425;0;21650;425926;39894;339336;51147;0;0;0
353;FACULDADE EVANGÉLICA DO PARANÁ;FEPAR;246;5;Privada sem fins lucrativos;3;Faculdade;4106902;CURITIBA;41;PR;Sul;1;197;15;6;19;11;30;32;37;9;8;3;11;7;5;4;1;1;2;30936412.6;0;31852.4;7350525.2;5107992.2;1907101;6414968.4;0;0;37743.4
4533;FACULDADE SÃO FRANCISCO DA PARAÍBA;FASP;2866;4;Privada com fins lucrativos;3;Faculdade;2503704;CAJAZEIRAS;25;PB;Nordeste;0;26;0;0;3;0;1;3;8;4;3;0;3;0;1;0;1;1;2;230000;0;1352000;307184.6;131640;186077.4;19084.4;0;6370;922316
1605;FACULDADE DE ADMINISTRAÇÃO DE NOVA ANDRADINA - FANOVA;FANOVA;1782;5;Privada sem fins lucrativos;3;Faculdade;5006200;NOVA ANDRADINA;50;MS;Centro-Oeste;0;20;0;1;2;2;5;2;4;0;1;3;0;0;0;0;0;0;2;2293061;0;0;733779.6;275167.4;183444.8;343959.2;137583.6;160514.2;68791.8
2308;FACULDADE GEREMÁRIO DANTAS;SFNSC;1502;5;Privada sem fins lucrativos;3;Faculdade;3304557;RIO DE JANEIRO;33;RJ;Sudeste;1;3;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;2;182099.6;0;0;123555.2;33600;11892;0;0;0;0
7;UNIVERSIDADE FEDERAL DE SÃO CARLOS;UFSCAR;1302;1;Pública Federal;1;Universidade;3548906;SAO CARLOS;35;SP;Sudeste;0;1361;3;26;5;19;76;157;350;272;184;129;56;41;23;20;1;1;2;7726038.8;16332299.2;454472441.2;174494753;116329835.4;43453093;71756197.8;40082635.4;908291.8;0
3585;FACULDADE SANTA CRUZ;FACRUZ;2271;4;Privada com fins lucrativos;3;Faculdade;2612505;SANTA CRUZ DO CAPIBARIBE;26;PE;Nordeste;0;12;1;1;0;1;3;3;1;0;1;0;1;0;0;0;1;0;1;190220.6;0;0;118141.8;61148;65978.6;0;798;0;44935.2
10116;FACULDADE DE TECNOLOGIA SENAI CUIABÁ;FATEC;3479;5;Privada sem fins lucrativos;3;Faculdade;5103403;CUIABA;51;MT;Centro-Oeste;1;12;0;0;0;0;1;2;6;2;1;0;0;0;0;0;1;0;2;118830.4;157140;6195.2;252180;20898.4;176213.8;96855.8;98301.6;0;9183.6
829;UNIVERSIDADE DO TOCANTINS;UNITINS;573;2;Pública Estadual;1;Universidade;1721000;PALMAS;17;TO;Norte;1;299;3;7;13;21;74;72;39;45;14;9;2;0;0;0;0;0;2;6269144.2;0;14263443.4;16090915.4;7464815;4731092.2;5441662.6;7261968.8;1275434;2150617.4
2243;FACULDADE PARAÍBANA;FAP;2415;5;Privada sem fins lucrativos;3;Faculdade;2507507;JOAO PESSOA;25;PB;Nordeste;1;23;0;0;1;0;8;7;5;0;1;0;0;1;0;0;1;0;1;1575079296.6;0;244941228.4;264253187.2;159038046;237590144.8;609116451.8;52505479;0;0
4367;FACULDADE TERRA NORDESTE;FATENE;1808;4;Privada com fins lucrativos;3;Faculdade;2303709;CAUCAIA;23;CE;Nordeste;0;51;0;0;3;1;10;14;15;8;0;0;0;0;0;0;1;1;2;12322940.6;0;0;2951921.2;487277.4;362272;997084.2;82211.4;0;0
621;CENTRO UNIVERSITÁRIO CESMAC;CESMAC;404;5;Privada sem fins lucrativos;2;Centro Universitário;2704302;MACEIO;27;AL;Nordeste;1;618;20;81;22;56;99;160;48;50;46;33;0;1;0;2;0;1;1;121091729;0;1060054;23492478;23005010;31101390;25197180;10580120;901800;811080
2569;FACULDADE DE TECNOLOGIA FAESA;CET-FAESA;1669;5;Privada sem fins lucrativos;3;Faculdade;3205309;VITORIA;32;ES;Sudeste;1;73;4;2;1;3;15;10;17;8;8;4;0;1;0;0;0;0;1;5115342;0;300723;1362973;908648.6;1241019.8;0;0;0;1780927.2
13717;FACULDADES FUTURÃO;CENTEFF;12655;4;Privada com fins lucrativos;3;Faculdade;4201406;ARARANGUA;42;SC;Sul;0;17;0;0;3;1;3;0;7;0;1;1;1;0;0;0;1;0;2;1101240;0;0;210439.8;135627.6;127352.8;6714;0;10000;283912.2
18;UNIVERSIDADE CATÓLICA DE PELOTAS;UCPEL;18;5;Privada sem fins lucrativos;1;Universidade;4314407;PELOTAS;43;RS;Sul;0;372;10;6;10;13;70;70;90;58;22;12;5;4;0;2;1;1;2;75844233.2;0;2218291.4;24639856.6;12035466.4;4783559;5701222.8;1457378.8;3240457.4;37308903.4
3155;FACULDADE DE TECNOLOGIA SENAI JARAGUÁ DO SUL;FATEC;822;5;Privada sem fins lucrativos;3;Faculdade;4208906;JARAGUA DO SUL;42;SC;Sul;0;26;0;0;0;0;2;1;8;4;5;3;1;2;0;0;0;0;2;848188.2;0;0;815889.2;854565.4;812722;0;1361257.6;0;0
4530;FACULDADE INTEGRADA TIRADENTES;FITS;274;4;Privada com fins lucrativos;3;Faculdade;2704302;MACEIO;27;AL;Nordeste;1;133;0;1;3;7;38;46;26;7;3;2;0;0;0;0;1;1;2;38569032;0;1264419.6;11355210.2;2053393.4;4574116.8;11283293.8;11414710.2;0;0
3710;ESCOLA SUPERIOR NACIONAL DE SEGUROS;ESNS;2347;5;Privada sem fins lucrativos;3;Faculdade;3304557;RIO DE JANEIRO;33;RJ;Sudeste;1;13;0;0;0;0;1;1;1;1;7;1;0;1;0;0;1;1;2;2968678.4;223216433;0;1792180.8;277043.2;884137;1611612;9559.6;556735;69575.4
13538;FACULDADE CARAGUÁ;;1834;4;Privada com fins lucrativos;3;Faculdade;3510500;CARAGUATATUBA;35;SP;Sudeste;0;10;1;0;0;0;2;3;0;1;0;0;2;0;0;1;1;0;1;3151804.4;0;0;1383837;762126.4;485167.8;548679.6;338006.8;0;0
1780;FACULDADE HORIZONTINA;FAHOR;915;5;Privada sem fins lucrativos;3;Faculdade;4309605;HORIZONTINA;43;RS;Sul;0;22;1;2;1;3;3;5;2;3;2;0;0;0;0;0;0;0;2;5742908;0;444370.2;1302521.8;864767.2;200851;914622;522364.8;337235;822385.8
1949;FACULDADE DE PAULÍNIA;FACP;1283;4;Privada com fins lucrativos;3;Faculdade;3536505;PAULINIA;35;SP;Sudeste;0;36;4;5;1;0;15;4;4;1;2;0;0;0;0;0;1;1;1;5392800;0;0;2056968;793512;1131004;178476;0;539380;693460
1561;FACULDADE ESAMC SOROCABA;ESAMC;1025;4;Privada com fins lucrativos;3;Faculdade;3552205;SOROCABA;35;SP;Sudeste;0;33;0;0;0;0;21;4;3;0;5;0;0;0;0;0;1;1;1;14939014.6;0;0;2708016.8;1805344.6;3535027.8;0;174841.6;141177.8;2470647.6
15682;Faculdade de Tecnologia de Piracicaba;Fatec Piracicaba;33;2;Pública Estadual;3;Faculdade;3538709;PIRACICABA;35;SP;Sudeste;0;13;0;0;0;0;3;3;3;4;0;0;0;0;0;0;0;0;1;0;340552678;0;215275480.2;26065258;68228218.8;8431563.8;22552157.2;0;0
1658;FACULDADE INTEGRADA DA GRANDE FORTALEZA;FGF;1085;4;Privada com fins lucrativos;3;Faculdade;2304400;FORTALEZA;23;CE;Nordeste;1;126;2;13;5;9;29;36;14;18;0;0;0;0;0;0;1;1;1;9250374.2;0;5094973.4;3530409.6;2123611.4;2346977.6;0;0;0;0
14263;Faculdade Presidente Antônio Carlos de Itajubá;;221;5;Privada sem fins lucrativos;3;Faculdade;3132404;ITAJUBA;31;MG;Sudeste;0;13;4;2;0;0;1;2;1;0;0;1;1;1;0;0;0;1;2;1163354.8;118650;253941.8;484474.4;260870.8;248448.4;536395.4;5114.6;0;0
13481;FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA;FRB-GV;1218;5;Privada sem fins lucrativos;3;Faculdade;3513009;COTIA;35;SP;Sudeste;0;11;0;0;0;0;0;1;0;0;0;2;2;3;0;3;0;1;2;175800;25000;5000;107000;33250;48000;4000;10000;0;0
1542;CENTRO UNIVERSITÁRIO GERALDO DI BIASE;UGB;329;5;Privada sem fins lucrativos;2;Centro Universitário;3306305;VOLTA REDONDA;33;RJ;Sudeste;0;341;24;60;17;27;70;45;51;21;10;7;2;3;2;2;1;1;1;24594785.4;0;696443.8;11080374.6;6938043.2;1723873.8;6233550.8;1621315.8;0;2170426.6
1951;INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE SAMAMBAIA;IESA;1285;4;Privada com fins lucrativos;3;Faculdade;5300108;BRASILIA;53;DF;Centro-Oeste;1;15;0;0;2;0;3;0;4;4;0;2;0;0;0;0;1;1;2;1101600;0;279588.8;480738.6;44210.6;178530.2;146554.6;92438.4;0;87544.2
794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;UNIVAG;546;5;Privada sem fins lucrativos;2;Centro Universitário;5108402;VARZEA GRANDE;51;MT;Centro-Oeste;0;397;26;36;13;18;94;120;44;20;10;11;3;1;1;0;1;1;1;110221985;0;127742.2;18636657.4;8193850;13111769.4;12677609.2;1580078;0;31915511.2
2750;FACULDADE DE TECNOLOGIA SENAI LUZERNA;SENAI LUZERNA;822;5;Privada sem fins lucrativos;3;Faculdade;4210035;LUZERNA;42;SC;Sul;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;9505.2;0;0;1;42758;1;0;0;0;0
1804;FACULDADE DE MAUÁ - FAMA;FAMA;1197;5;Privada sem fins lucrativos;3;Faculdade;3529401;MAUA;35;SP;Sudeste;0;47;3;3;2;8;17;7;3;0;3;0;1;0;0;0;0;1;1;17925068.8;0;0;5736022;2151008.2;1434005.6;2688760.4;1075504.2;1254754.8;537752
450;CENTRO UNIVERSITÁRIO LUTERANO DE JI-PARANÁ;CEULJI/ULBRA;314;5;Privada sem fins lucrativos;2;Centro Universitário;1100122;JI-PARANA;11;RO;Norte;0;80;5;3;7;9;23;20;3;7;1;2;0;0;0;0;0;1;1;499508810.6;0;17931690.4;167009992.4;53817089;27132146;120096387.2;514781.4;82213;53695237
1226;INSTITUTO DE ENSINO SUPERIOR DO ACRE;IESACRE;801;4;Privada com fins lucrativos;3;Faculdade;1200401;RIO BRANCO;12;AC;Norte;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;5732588.8;0;0;697206.2;12160;449676.6;23765;0;0;373703
4173;FACULDADE JK DE TECNOLOGIA;FACJK;13385;5;Privada sem fins lucrativos;3;Faculdade;5300108;BRASILIA;53;DF;Centro-Oeste;1;11;0;0;2;0;3;1;2;1;2;0;0;0;0;0;0;0;1;1328141.8;0;47654;328260.4;130240.6;316365.6;457680;37000;3900;100000
1707;FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE;FACCOR;1125;5;Privada sem fins lucrativos;3;Faculdade;2609600;OLINDA;26;PE;Nordeste;0;8;0;1;0;0;5;0;2;0;0;0;0;0;0;0;0;0;1;12093862.4;0;1280067.8;2503130.4;1764365.4;1837055.2;9906897.4;134317.6;0;6932.4
1902;FACULDADE SANTO AGOSTINHO;FACSA;1251;4;Privada com fins lucrativos;3;Faculdade;2913903;IPIAU;29;BA;Nordeste;0;5;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;1;1;219857.6;0;0;42007.6;19689.2;18592.4;7880.6;42004.6;0;28937.4
2257;FACULDADE DIADEMA;FAD;888;4;Privada com fins lucrativos;3;Faculdade;3513801;DIADEMA;35;SP;Sudeste;0;61;1;0;7;0;19;12;5;2;3;1;2;5;0;4;0;1;1;35538103;0;0;11372193;4264572.4;2843048.2;5330715.4;2132286.2;2487667.2;1066143
17952;Faculdade de Tecnologia de Jacareí;FATEC Jacareí;33;2;Pública Estadual;3;Faculdade;3524402;JACAREI;35;SP;Sudeste;0;6;0;0;0;0;0;1;2;1;0;0;1;0;1;0;0;0;1;0;340552678;0;215275480.2;26065258;68228218.8;8431563.8;22552157.2;0;0
1950;FACULDADE DE ORLÂNDIA;FAO;1284;4;Privada com fins lucrativos;3;Faculdade;3534302;ORLANDIA;35;SP;Sudeste;0;9;0;0;1;0;4;0;1;1;1;0;1;0;0;0;1;1;1;1730970.4;0;0;553910.6;207716.4;138477.6;259645.6;103858.2;121168;51929.2
268;FACULDADE DE DIREITO DA ALTA PAULISTA;FADAP;191;4;Privada com fins lucrativos;3;Faculdade;3555000;TUPA;35;SP;Sudeste;0;26;1;1;3;4;4;2;4;1;4;2;0;0;0;0;1;0;1;5031208.2;0;124470.8;1530871;600628;693136;235647.4;0;20043;213264998
3951;FACULDADE DE TECNOLOGIA LUIZ ADELAR SCHEUER;FATEC- JF;2495;5;Privada sem fins lucrativos;3;Faculdade;3136702;JUIZ DE FORA;31;MG;Sudeste;0;16;0;0;0;1;4;2;5;0;0;4;0;0;0;0;0;0;2;5431155.8;0;0;945545;1750220.2;1239823.4;1336862.2;158704.8;0;0
1350;FACULDADE DO VALE DO JAGUARIBE;FVJ;901;4;Privada com fins lucrativos;3;Faculdade;2301109;ARACATI;23;CE;Nordeste;0;129;0;2;4;9;13;31;32;12;14;6;3;3;0;0;1;0;1;14067649.8;0;443083.8;3065739.6;2209927;1918296.2;2610794;2201804.4;0;386352.8
